"Euro area","EMU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Eritrea","ERI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","32","49","58","66","75","86","93","81","86","90","93","98","96","94","95","95","95","95","94","94","94","94","95","95","95","95","95","95","-1",
"Spain","ESP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","95","79","88","77","93","93","86","86","84","87","88","90","90","94","95","95","95","96","98","98","97","96","98","96","97","96","97","97","96","96","97","97","97","95","96","96","98","-1",
"Estonia","EST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","71","77","82","87","87","88","91","93","94","94","94","94","96","95","95","95","95","94","93","94","94","93","93","93","93","92","91","91","-1",
"Ethiopia","ETH","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","3","4","4","6","7","16","16","26","49","21","13","28","57","57","55","55","42","28","30","33","35","38","40","44","46","50","54","58","61","65","62","59","61","63","66","68","67","68","71","-1",
"European Union","EUU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Fragile and conflict affected situations","FCS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Finland","FIN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","92","92","94","94","95","96","97","98","99","90","90","95","99","99","99","99","99","99","99","99","99","98","98","98","98","97","97","99","99","99","99","99","99","98","98","97","92","89","91","91","91","-1",
"Fiji","FJI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","68","70","64","80","77","69","71","90","98","98","97","99","97","96","96","97","97","86","87","89","90","91","93","94","95","96","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","-1",
"France","FRA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","79","79","85","90","94","95","96","88","79","95","94","94","94","94","96","96","97","97","96","97","97","97","97","97","98","98","99","99","99","98","99","99","99","99","98","97","96","96","96","96","-1","-1",
"Faroe Islands","FRO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Micronesia, Fed. Sts.","FSM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","57","85","95","85","79","91","78","81","83","79","75","80","76","85","75","84","92","78","94","67","79","85","91","85","84","81","81","77","72","69","73","75","78","83","-1",
"Gabon","GAB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","31","48","59","65","72","78","78","72","66","67","69","70","62","54","50","45","45","45","45","45","45","45","45","81","82","76","67","75","82","79","70","80","75","75","70","70","63","-1",
"United Kingdom","GBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","41","46","53","59","65","65","67","73","75","78","84","88","92","93","93","94","94","92","91","92","91","91","91","91","92","91","92","92","92","93","94","95","95","95","95","95","94","94","94","93","93","-1",
"Georgia","GEO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","54","58","79","80","80","80","84","80","87","84","75","78","82","88","98","92","88","92","94","92","93","91","94","92","91","93","94","88","-1",
"Ghana","GHA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","22","23","23","19","22","35","42","47","51","58","60","62","66","70","70","71","71","76","79","88","79","78","80","80","84","84","94","93","94","94","91","92","90","98","88","93","99","97","97","94","-1",
"Gibraltar","GIB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Guinea","GIN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","15","15","15","15","15","16","17","17","36","52","53","53","54","48","47","56","43","46","50","53","57","60","59","57","63","60","57","64","63","57","50","44","47","47","47","47","47","47","-1",
"Gambia, The","GMB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","63","76","80","62","70","78","73","85","82","87","92","85","85","90","93","96","96","96","85","74","80","87","87","87","87","95","95","95","96","98","97","96","98","97","96","97","95","92","93","88","-1","-1",
"Guinea-Bissau","GNB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9","18","18","47","55","66","54","61","63","67","63","74","45","53","63","54","45","49","53","57","60","64","68","71","74","77","80","83","86","87","87","86","86","85","79","82","78","74","-1",
"Equatorial Guinea","GNQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","3","10","19","48","77","77","76","76","77","79","80","81","81","33","35","37","39","41","43","44","46","48","50","52","54","54","54","53","53","40","53","53","53","53","53","-1",
"Greece","GRC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","72","95","83","72","60","54","80","82","83","54","54","85","89","89","90","90","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","-1",
"Grenada","GRD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","25","43","56","68","76","61","98","80","65","87","80","85","90","89","91","95","80","95","97","88","97","96","98","97","83","99","91","96","99","99","97","95","97","97","97","92","96","96","95","92","72","-1",
"Greenland","GRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Guatemala","GTM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","43","42","45","44","48","21","37","16","47","50","66","63","66","75","71","77","66","73","78","77","81","77","82","84","87","87","89","85","95","92","94","88","96","85","73","74","80","82","86","85","83","-1",
"Guam","GUM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Guyana","GUY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","35","45","53","58","70","75","64","67","64","77","83","81","79","93","90","86","83","88","90","83","88","85","91","90","91","93","93","94","93","98","95","93","97","98","98","95","97","97","95","99","99","-1",
"High income","HIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Hong Kong SAR, China","HKG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Honduras","HND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","28","34","46","52","41","58","62","58","74","85","84","94","93","94","94","94","94","95","97","95","94","96","95","92","94","98","95","94","93","97","97","97","98","99","99","98","95","90","91","88","80","-1",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Croatia","HRV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","83","85","87","90","91","92","93","93","93","94","95","94","96","96","96","96","96","96","97","96","96","96","95","94","93","92","93","94","94","-1",
"Haiti","HTI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3","14","13","9","14","19","24","28","48","50","41","36","38","39","41","42","42","42","41","39","43","46","50","53","57","60","62","64","64","65","67","68","66","65","63","64","64","64","64","51","51","-1",
"Hungary","HUN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","-1",
"IBRD only","IBD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"IDA & IBRD total","IBT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"IDA total","IDA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"IDA blend","IDB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Indonesia","IDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","6","13","27","47","50","54","57","60","62","64","66","68","69","72","73","74","75","75","76","70","71","71","72","72","73","77","78","81","81","87","92","88","84","84","85","85","85","77","-1",
"IDA only","IDX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Isle of Man","IMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"India","IND","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","6","12","14","16","18","20","30","40","50","70","57","56","61","67","71","66","62","61","59","58","59","59","61","63","65","65","64","70","74","79","82","82","83","85","87","88","89","90","91","85","-1",
"Not classified","INX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Ireland","IRL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","34","36","43","42","45","45","44","44","43","65","65","67","68","70","71","73","74","76","84","86","86","84","83","86","89","90","91","92","93","94","94","95","95","96","96","95","95","95","94","94","94","-1",
"Iran, Islamic Rep.","IRN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","32","29","41","33","33","51","57","57","88","82","91","88","97","99","95","98","99","99","99","99","99","96","99","99","99","95","98","99","99","99","99","99","99","98","99","98","99","99","99","99","99","-1",
"Iraq","IRQ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","13","18","16","67","86","91","94","87","87","83","78","74","70","72","74","76","78","76","81","80","78","77","75","74","65","59","57","69","78","74","81","72","73","73","68","71","81","86","84","74","-1",
"Iceland","ISL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","99","99","98","94","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","92","95","97","99","95","97","97","98","96","96","95","89","91","90","92","91","89","91","92","93","-1",
"Israel","ISR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","84","91","92","89","87","85","92","92","92","92","93","94","95","96","95","96","94","95","92","91","93","92","90","93","95","93","95","95","94","96","95","94","94","96","95","95","94","98","98","98","98","-1",
"Italy","ITA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","83","95","95","95","95","95","96","95","95","95","87","93","93","96","94","95","96","97","96","96","96","96","97","96","95","93","94","95","95","96","94","-1",
"Jamaica","JAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","24","39","34","51","58","60","74","81","82","85","86","85","84","91","93","90","92","90","86","89","93","99","99","96","98","99","95","92","91","90","94","92","96","93","92","91","99","93","97","96","96","-1",
"Jordan","JOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","30","81","75","76","81","85","88","90","93","94","92","92","92","91","94","95","96","99","99","85","91","99","95","97","95","95","98","98","97","98","98","98","98","98","98","99","98","99","96","89","77","-1",
"Japan","JPN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","60","75","81","80","82","83","84","85","86","87","90","92","87","85","80","74","99","70","75","80","85","95","96","97","99","98","98","98","98","97","97","97","97","96","96","96","99","99","98","98","96","-1",
"Kazakhstan","KAZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","81","76","76","93","95","97","99","98","97","95","95","99","82","98","99","93","99","98","99","99","99","98","95","98","82","99","98","97","88","-1",
"Kenya","KEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58","70","72","77","82","83","84","86","87","89","92","94","87","79","81","82","82","80","84","73","73","76","80","81","88","88","90","96","94","87","92","89","89","82","92","91","89","-1",
"Kyrgyz Republic","KGZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","84","64","82","93","98","98","97","99","99","99","98","98","99","98","92","94","95","95","96","96","96","97","96","97","96","92","94","95","87","-1",
"Cambodia","KHM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","23","37","37","45","47","38","38","32","35","37","39","43","46","47","53","59","60","54","69","85","82","80","82","91","94","90","91","90","86","91","92","93","93","92","92","92","-1",
"Kiribati","KIR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","43","29","53","40","18","37","37","36","63","79","97","70","86","99","71","60","79","91","88","78","90","85","77","70","62","79","86","94","82","86","91","99","94","95","75","78","81","90","95","97","92","-1",
"St. Kitts and Nevis","KNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","67","92","90","97","92","99","96","94","99","99","99","99","99","99","99","99","99","98","99","99","99","97","99","96","99","99","99","99","98","96","98","98","97","98","94","98","98","98","97","99","-1",
"Korea, Rep.","KOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","61","61","69","76","76","76","57","58","89","74","79","84","88","93","99","90","80","74","86","97","97","97","97","88","96","98","91","94","94","94","99","99","99","99","98","98","97","98","98","-1","-1",
"Kuwait","KWT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","67","79","83","89","89","90","91","92","94","94","71","80","88","97","99","99","99","96","95","94","98","99","99","99","98","99","99","99","99","99","98","99","98","99","95","99","99","99","91","91","-1","-1",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
"Lao PDR","LAO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","7","7","7","5","4","5","10","17","21","18","22","23","25","48","54","58","60","54","55","51","52","53","49","45","49","57","50","61","67","74","76","77","83","83","83","83","84","85","80","79","-1",
"Lebanon","LBN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","4","4","4","17","30","46","63","79","82","86","90","91","92","93","93","92","89","86","83","80","77","74","75","77","78","80","81","81","82","82","83","83","83","83","83","83","83","83","71","-1",
"Liberia","LBR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","50","46","42","39","35","31","60","60","65","75","81","70","77","80","80","63","65","73","80","80","70","65","-1",
"Libya","LBY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","60","67","72","79","81","81","82","82","84","87","84","87","90","96","95","95","96","96","95","94","94","94","93","95","97","98","98","98","98","98","98","98","98","96","94","97","97","96","73","73","73","-1",
"St. Lucia","LCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","64","79","81","83","87","78","85","78","92","89","96","96","97","93","98","88","98","88","89","70","99","74","90","91","95","85","99","96","95","97","99","98","99","99","99","95","80","95","92","86","-1",
"Latin America & Caribbean","LCN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1",
